,Treebank,ess_sli-ud-test_Case=Equ,gub_tudet-ud-test_Case=Equ,egy_ujaen-ud-test_Case=Equ,ky_ktmu-ud-test_Case=Equ,tt_nmctt-ud-test_Case=Equ,tr_gb-ud-test_Case=Equ,ota_boun-ud-train_Case=Equ,ota_boun-ud-test_Case=Equ,qtd_sagt-ud-test_Case=Equ,qtd_sagt-ud-dev_Case=Equ,qtd_sagt-ud-train_Case=Equ,tr_imst-ud-train_Case=Equ,tr_imst-ud-dev_Case=Equ,tr_imst-ud-test_Case=Equ,tr_boun-ud-dev_Case=Equ,tr_boun-ud-test_Case=Equ,tr_boun-ud-train_Case=Equ
118,arr_tudet-ud-test_Case=Ins,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
119,kk_ktb-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,kk_ktb-ud-train_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,cs_pdt-ud-test_Case=Ins,3.516671459029383,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861,4.463243263200861
122,cs_pdt-ud-dev_Case=Ins,3.655106835187326,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228,4.602788150610228
123,cs_pdt-ud-train_Case=Ins,3.5581028768091514,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765,4.5052627342499765
124,ta_mwtt-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,ota_dudu-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,ta_ttb-ud-train_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,ta_ttb-ud-dev_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,ta_ttb-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,ru_pud-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,qtd_sagt-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,qtd_sagt-ud-dev_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,qtd_sagt-ud-train_Case=Ins,18.152134860671346,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486,18.934096228761486
133,krl_kkpp-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,pl_pud-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,orv_torot-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,orv_torot-ud-dev_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,orv_torot-ud-train_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,cs_cac-ud-dev_Case=Ins,4.777908406525928,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645,5.7065971337053645
139,cs_cac-ud-train_Case=Ins,4.417371231299064,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135,5.3567190230188135
140,cs_cac-ud-test_Case=Ins,4.610503197366878,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647,5.54516034258647
141,eu_bdt-ud-train_Case=Ins,24.506884664461005,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882,25.362227196580882
142,eu_bdt-ud-test_Case=Ins,28.375825979167548,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525,29.23931428744525
143,eu_bdt-ud-dev_Case=Ins,38.365588322700575,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313,39.21812367375313
144,fi_ftb-ud-dev_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,fi_ftb-ud-train_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,fi_ftb-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,am_att-ud-test_Case=Ins,7.0710678118654755,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654
148,pl_lfg-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,pl_lfg-ud-train_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,pl_lfg-ud-dev_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,tr_tourism-ud-train_Case=Ins,169.82638193166574,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864,170.7161386629864
152,tr_tourism-ud-dev_Case=Ins,56.444663166680336,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665,57.33236433289665
153,tr_tourism-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,ab_abnc-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,cs_poetry-ud-test_Case=Ins,3.6519106296794197,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896,4.564696183445896
156,ru_gsd-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,ru_gsd-ud-dev_Case=Ins,467.91879637390076,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067,468.86565239949067
158,ru_gsd-ud-train_Case=Ins,1583.302876900058,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885,1584.2496646677885
159,tr_imst-ud-train_Case=Ins,169.23750569342877,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183,170.12250488006183
160,tr_imst-ud-dev_Case=Ins,53.94029621308689,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589,54.80166258629589
161,tr_imst-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,tr_boun-ud-dev_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,tr_boun-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,tr_boun-ud-train_Case=Ins,738.420611846663,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162,739.2333866919162
165,tr_penn-ud-dev_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,tr_penn-ud-test_Case=Ins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,tr_penn-ud-train_Case=Ins,66.54555665941274,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006,67.39320770259006
