,Treebank,gub_tudet-ud-test_Case=Ref,tpn_tudet-ud-test_Case=Ref,gn_oldtudet-ud-test_Case=Ref,eme_tudet-ud-test_Case=Ref
282,bg_btb-ud-dev_Case=Dat,1.0034234951217829,1.9893405928882644,1.9893405928882644,1.9893405928882644
283,gu_gujtb-ud-test_Case=Dat,0.6666666666666667,1.7320508075688774,1.7320508075688774,1.7320508075688774
284,bxr_bdt-ud-train_Case=Dat,1.3743685418725535,0.0,0.0,0.0
285,bxr_bdt-ud-test_Case=Dat,32.479908319520305,33.581575636384635,33.581575636384635,33.581575636384635
286,bej_nsc-ud-test_Case=Dat,0.4714045207910316,1.0,1.0,1.0
287,es_coser-ud-test_Case=Dat,1.3743685418725535,0.0,0.0,0.0
288,tr_boun-ud-dev_Case=Dat,37.89612261417748,39.017740619428274,39.017740619428274,39.017740619428274
289,tr_boun-ud-test_Case=Dat,26.2347344115589,27.380225502764414,27.380225502764414,27.380225502764414
290,tr_boun-ud-train_Case=Dat,29.611788715967123,30.744135760947092,30.744135760947092,30.744135760947092
291,tr_penn-ud-dev_Case=Dat,1.3743685418725535,0.0,0.0,0.0
292,tr_penn-ud-test_Case=Dat,341.12493638287754,342.2966549646666,342.2966549646666,342.2966549646666
293,tr_penn-ud-train_Case=Dat,273.93216000102706,275.12261729173514,275.12261729173514,275.12261729173514
